Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Profit_Label
5/21/2014,21,May,2014,39,Adults (35-64),F,United States,Oregon,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",10,42,54,44,420,464,Low
10/3/2015,3,October,2015,30,Young Adults (25-34),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,5,5,10,Low
6/11/2014,11,June,2014,53,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,87,60,147,Low
11/17/2013,17,November,2013,35,Adults (35-64),M,Canada,British Columbia,Clothing,Socks,"Racing Socks, M",3,3,9,18,9,27,Low
4/30/2016,30,April,2016,22,Youth (<25),M,Australia,Tasmania,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,5,8,13,Low
9/5/2013,5,September,2013,39,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2,16,17,33,Low
5/26/2014,26,May,2014,47,Adults (35-64),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",11,38,50,121,418,539,High
1/19/2014,19,January,2014,28,Young Adults (25-34),M,Germany,Nordrhein-westfalen,Clothing,Gloves,"Half-Finger Gloves, M",22,9,24,261,198,459,High
8/10/2015,10,August,2015,30,Young Adults (25-34),M,United States,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,334,420,754,High
9/16/2013,16,September,2013,45,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,20,22,42,Low
3/1/2014,1,March,2014,28,Young Adults (25-34),M,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Yellow, 44",1,461,742,251,461,712,High
5/8/2016,8,May,2016,59,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,ML Mountain Tire,9,11,30,133,99,232,High
9/17/2013,17,September,2013,31,Young Adults (25-34),F,France,Seine (paris),Accessories,Tires and Tubes,Mountain Tire Tube,24,2,5,50,48,98,Low
10/17/2015,17,October,2015,52,Adults (35-64),M,United States,Oregon,Accessories,Tires and Tubes,ML Mountain Tire,17,11,30,252,187,439,High
12/26/2015,26,December,2015,25,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1371,2171,3542,High
6/28/2014,28,June,2014,55,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,71,60,131,Low
3/1/2016,1,March,2016,37,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-550-W Yellow, 40",3,713,1120,1087,2139,3226,High
6/20/2016,20,June,2016,17,Youth (<25),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,3,2,5,7,6,13,Low
3/18/2016,18,March,2016,42,Adults (35-64),M,Germany,Saarland,Accessories,Bottles and Cages,Mountain Bottle Cage,10,4,10,42,40,82,Low
12/25/2013,25,December,2013,29,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,469,286,755,High
5/4/2014,4,May,2014,46,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,584,1083,1667,High
10/3/2015,3,October,2015,41,Adults (35-64),M,United States,Oregon,Clothing,Shorts,"Women's Mountain Shorts, S",11,26,70,376,286,662,High
12/3/2015,3,December,2015,25,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-1000 Blue, 50",1,1482,2384,854,1482,2336,High
11/3/2015,3,November,2015,36,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,24,25,49,Low
8/8/2013,8,August,2013,26,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5,31,26,57,Low
7/26/2016,26,July,2016,47,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,LL Road Tire,2,8,21,25,16,41,Low
12/4/2013,4,December,2013,47,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",4,13,35,85,52,137,Low
4/5/2013,5,April,2013,28,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,570,1555,2125,High
7/26/2015,26,July,2015,53,Adults (35-64),F,Germany,Nordrhein-westfalen,Accessories,Tires and Tubes,Road Tire Tube,17,1,4,42,17,59,Low
12/26/2015,26,December,2015,58,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,LL Mountain Tire,11,9,25,138,99,237,High
2/12/2014,12,February,2014,47,Adults (35-64),M,United States,California,Clothing,Shorts,"Women's Mountain Shorts, S",4,26,70,170,104,274,High
2/9/2014,9,February,2014,40,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,56,40,96,Low
4/10/2013,10,April,2013,41,Adults (35-64),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,676,1252,1928,High
3/13/2016,13,March,2016,48,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,80,54,134,Low
11/30/2015,30,November,2015,25,Young Adults (25-34),F,Australia,South Australia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,48,46,94,Low
6/23/2014,23,June,2014,32,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5,Low
4/18/2016,18,April,2016,20,Youth (<25),F,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4,Low
9/14/2013,14,September,2013,28,Young Adults (25-34),F,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",26,42,54,3,1092,1095,Low
12/6/2015,6,December,2015,17,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,26,2,5,73,52,125,Low
1/10/2014,10,January,2014,28,Young Adults (25-34),M,France,Loiret,Accessories,Tires and Tubes,LL Mountain Tire,8,9,25,106,72,178,High
2/6/2016,6,February,2016,34,Young Adults (25-34),M,United States,Oregon,Accessories,Bottles and Cages,Road Bottle Cage,14,3,9,66,42,108,Low
3/21/2016,21,March,2016,47,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,81,56,137,Low
11/23/2013,23,November,2013,29,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,25,27,52,Low
4/15/2016,15,April,2016,22,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,4,4,8,Low
3/8/2014,8,March,2014,52,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5,Low
7/21/2011,21,July,2011,32,Young Adults (25-34),M,France,Nord,Bikes,Road Bikes,"Road-750 Black, 48",4,344,540,503,1376,1879,High
2/23/2016,23,February,2016,36,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,4,4,8,Low
3/6/2016,6,March,2016,48,Adults (35-64),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,83,56,139,Low
2/23/2014,23,February,2014,44,Adults (35-64),M,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,10,15,25,Low
2/4/2016,4,February,2016,53,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,628,377,1005,High
6/24/2014,24,June,2014,52,Adults (35-64),M,Germany,Nordrhein-westfalen,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,745,1252,1997,High
12/25/2013,25,December,2013,23,Youth (<25),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,264,234,498,High
1/25/2016,25,January,2016,47,Adults (35-64),M,United States,California,Clothing,Shorts,"Women's Mountain Shorts, S",20,26,70,852,520,1372,High
8/23/2015,23,August,2015,51,Adults (35-64),F,France,Seine (paris),Accessories,Tires and Tubes,ML Mountain Tire,29,11,30,394,319,713,High
7/13/2016,13,July,2016,30,Young Adults (25-34),F,Australia,Victoria,Accessories,Fenders,Fender Set - Mountain,14,8,22,131,112,243,High
4/20/2016,20,April,2016,32,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,161,713,874,High
3/18/2016,18,March,2016,28,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bottles and Cages,Road Bottle Cage,15,3,9,89,45,134,Low
5/21/2016,21,May,2016,39,Adults (35-64),F,United States,Oregon,Bikes,Touring Bikes,"Touring-2000 Blue, 46",1,755,1215,290,755,1045,High
7/14/2016,14,July,2016,35,Adults (35-64),M,Australia,Victoria,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",13,42,54,9,546,555,Low
2/1/2014,1,February,2014,45,Adults (35-64),F,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,538,1252,1790,High
6/15/2014,15,June,2014,36,Adults (35-64),F,Australia,Victoria,Accessories,Tires and Tubes,ML Road Tire,18,9,25,194,162,356,High
7/29/2014,29,July,2014,32,Young Adults (25-34),M,United States,Oregon,Accessories,Bottles and Cages,Mountain Bottle Cage,27,4,10,124,108,232,High
6/8/2014,8,June,2014,33,Young Adults (25-34),M,United States,Washington,Accessories,Tires and Tubes,LL Mountain Tire,29,9,25,305,261,566,High
1/22/2014,22,January,2014,35,Adults (35-64),F,Germany,Saarland,Accessories,Tires and Tubes,LL Mountain Tire,20,9,25,230,180,410,High
6/10/2015,10,June,2015,22,Youth (<25),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,729,1266,1995,High
1/1/2015,1,January,2015,27,Young Adults (25-34),F,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 48",1,713,1120,261,713,974,High
6/28/2014,28,June,2014,36,Adults (35-64),M,United States,California,Clothing,Gloves,"Half-Finger Gloves, S",27,9,24,392,243,635,High
9/7/2013,7,September,2013,36,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,HL Mountain Tire,21,13,35,359,273,632,High
8/25/2013,25,August,2013,34,Young Adults (25-34),M,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",23,38,50,265,874,1139,High
5/16/2014,16,May,2014,21,Youth (<25),M,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,16,1,4,38,16,54,Low
1/9/2014,9,January,2014,38,Adults (35-64),M,Germany,Hessen,Accessories,Fenders,Fender Set - Mountain,1,8,22,12,8,20,Low
5/14/2016,14,May,2016,47,Adults (35-64),F,United States,Oregon,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,546,1555,2101,High
10/23/2013,23,October,2013,60,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,29,2,5,86,58,144,Low
10/31/2015,31,October,2015,32,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,52,39,91,Low
6/24/2012,24,June,2012,26,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 44",2,713,1120,523,1426,1949,High
7/9/2013,9,July,2013,31,Young Adults (25-34),F,France,Essonne,Clothing,Gloves,"Half-Finger Gloves, S",30,9,24,421,270,691,High
3/9/2014,9,March,2014,50,Adults (35-64),M,Germany,Saarland,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,16,25,41,Low
4/21/2016,21,April,2016,39,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,18,19,37,Low
10/22/2015,22,October,2015,25,Young Adults (25-34),F,Germany,Bayern,Accessories,Tires and Tubes,Road Tire Tube,23,1,4,68,23,91,Low
12/15/2013,15,December,2013,24,Youth (<25),M,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,18,24,42,Low
10/15/2013,15,October,2013,40,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,21,3,9,86,63,149,Low
9/18/2015,18,September,2015,30,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",9,38,50,99,342,441,Low
3/23/2016,23,March,2016,54,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,64,44,108,Low
9/13/2015,13,September,2015,31,Young Adults (25-34),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",2,420,769,498,840,1338,High
5/8/2016,8,May,2016,51,Adults (35-64),F,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,528,351,879,High
8/19/2015,19,August,2015,47,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,8,2,5,23,16,39,Low
7/22/2016,22,July,2016,77,Seniors (64+),F,Germany,Saarland,Clothing,Vests,"Classic Vest, L",21,24,64,598,504,1102,High
3/1/2014,1,March,2014,45,Adults (35-64),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",10,42,54,109,420,529,High
12/7/2011,7,December,2011,43,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,2671,4342,7013,High
7/1/2014,1,July,2014,33,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,20,2,5,38,40,78,Low
5/31/2016,31,May,2016,28,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,144,91,235,High
11/22/2013,22,November,2013,32,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5,Low
9/7/2015,7,September,2015,27,Young Adults (25-34),F,Australia,Queensland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",14,42,54,47,588,635,Low
4/25/2014,25,April,2014,30,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Road Tire Tube,23,1,4,57,23,80,Low
8/13/2015,13,August,2015,33,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,21,1,2,19,21,40,Low
11/29/2015,29,November,2015,36,Adults (35-64),M,Germany,Hamburg,Bikes,Road Bikes,"Road-750 Black, 52",1,344,540,158,344,502,High
4/14/2016,14,April,2016,35,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,ML Road Tire,7,9,25,84,63,147,Low
1/20/2014,20,January,2014,28,Young Adults (25-34),M,France,Hauts De Seine,Bikes,Touring Bikes,"Touring-2000 Blue, 54",1,755,1215,375,755,1130,High
6/3/2014,3,June,2014,45,Adults (35-64),M,France,Hauts De Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,80,60,140,Low
3/5/2014,5,March,2014,35,Adults (35-64),F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Black",11,13,35,180,143,323,High
3/27/2016,27,March,2016,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,49,34,83,Low
3/20/2011,20,March,2011,24,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 44",4,1083,1701,1587,4332,5919,High
6/17/2014,17,June,2014,40,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,7,12,19,Low
4/6/2014,6,April,2014,36,Adults (35-64),F,United States,California,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,1008,1266,2274,High
11/21/2015,21,November,2015,19,Youth (<25),F,Australia,New South Wales,Clothing,Gloves,"Half-Finger Gloves, L",19,9,24,226,171,397,High
2/24/2014,24,February,2014,22,Youth (<25),M,United States,California,Clothing,Caps,AWC Logo Cap,9,7,9,16,63,79,Low
5/20/2016,20,May,2016,54,Adults (35-64),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",2,308,565,503,616,1119,High
3/31/2014,31,March,2014,43,Adults (35-64),F,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,11,45,120,799,495,1294,High
6/13/2015,13,June,2015,24,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 52",1,1555,2443,570,1555,2125,High
4/5/2014,5,April,2014,18,Youth (<25),F,United States,Oregon,Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5,30,26,56,Low
10/7/2015,7,October,2015,51,Adults (35-64),F,United Kingdom,England,Accessories,Fenders,Fender Set - Mountain,24,8,22,315,192,507,High
1/9/2016,9,January,2016,31,Young Adults (25-34),M,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 40",3,1083,1701,1650,3249,4899,High
12/19/2013,19,December,2013,42,Adults (35-64),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",6,42,54,30,252,282,Low
3/12/2014,12,March,2014,49,Adults (35-64),F,Germany,Nordrhein-westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,752,1266,2018,High
10/8/2015,8,October,2015,30,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",3,1482,2384,2563,4446,7009,High
8/20/2015,20,August,2015,62,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,HL Mountain Tire,19,13,35,411,247,658,High
5/27/2014,27,May,2014,48,Adults (35-64),F,Germany,Nordrhein-westfalen,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,12,5,17,Low
10/31/2015,31,October,2015,40,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,474,299,773,High
6/29/2014,29,June,2014,35,Adults (35-64),M,United States,Oregon,Accessories,Tires and Tubes,Touring Tire Tube,3,2,5,7,6,13,Low
7/22/2014,22,July,2014,77,Seniors (64+),F,Germany,Saarland,Accessories,Fenders,Fender Set - Mountain,7,8,22,70,56,126,Low
12/19/2013,19,December,2013,36,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,29,1,4,86,29,115,Low
1/8/2016,8,January,2016,54,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,3,2,5,6,6,12,Low
3/14/2016,14,March,2016,35,Adults (35-64),M,United States,Washington,Clothing,Socks,"Racing Socks, M",7,3,9,28,21,49,Low
9/6/2015,6,September,2015,36,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,359,273,632,High
6/11/2016,11,June,2016,53,Adults (35-64),F,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,630,1252,1882,High
2/17/2014,17,February,2014,38,Adults (35-64),M,France,Seine Et Marne,Accessories,Tires and Tubes,Mountain Tire Tube,30,2,5,63,60,123,Low
9/20/2013,20,September,2013,22,Youth (<25),M,France,Nord,Accessories,Tires and Tubes,Touring Tire Tube,7,2,5,16,14,30,Low
12/6/2013,6,December,2013,29,Young Adults (25-34),M,Germany,Hessen,Clothing,Socks,"Racing Socks, M",19,3,9,102,57,159,High
3/22/2014,22,March,2014,19,Youth (<25),F,France,Seine (paris),Accessories,Tires and Tubes,Touring Tire Tube,28,2,5,59,56,115,Low
6/4/2016,4,June,2016,38,Adults (35-64),F,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,15,4,10,89,60,149,Low
4/14/2016,14,April,2016,19,Youth (<25),M,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,385,713,1098,High
8/14/2013,14,August,2013,30,Young Adults (25-34),M,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,17,45,120,1234,765,1999,High
11/1/2013,1,November,2013,35,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",9,13,35,195,117,312,High
9/18/2015,18,September,2015,31,Young Adults (25-34),M,United States,Washington,Bikes,Touring Bikes,"Touring-1000 Blue, 50",1,1482,2384,378,1482,1860,High
1/28/2016,28,January,2016,37,Adults (35-64),M,Canada,British Columbia,Clothing,Vests,"Classic Vest, M",12,24,64,472,288,760,High
11/7/2013,7,November,2013,33,Young Adults (25-34),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,27,28,55,Low
2/27/2016,27,February,2016,48,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,28,1,2,27,28,55,Low
10/8/2015,8,October,2015,42,Adults (35-64),F,Australia,Queensland,Clothing,Gloves,"Half-Finger Gloves, S",1,9,24,11,9,20,Low
4/17/2014,17,April,2014,27,Young Adults (25-34),F,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,267,195,462,High
12/11/2013,11,December,2013,24,Youth (<25),F,Germany,Hamburg,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,293,195,488,High
10/30/2013,30,October,2013,39,Adults (35-64),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-500 Black, 52",1,295,540,159,295,454,High
8/4/2015,4,August,2015,18,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,17,2,5,50,34,84,Low
3/12/2014,12,March,2014,37,Adults (35-64),M,United States,Washington,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",12,42,54,1,504,505,Low
12/12/2015,12,December,2015,25,Young Adults (25-34),M,United States,California,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",1,1482,2384,854,1482,2336,High
7/30/2014,30,July,2014,41,Adults (35-64),F,Canada,British Columbia,Accessories,Hydration Packs,Hydration Pack - 70 oz.,8,21,55,268,168,436,High
3/4/2014,4,March,2014,40,Adults (35-64),F,France,Seine (paris),Accessories,Tires and Tubes,ML Mountain Tire,2,11,30,27,22,49,Low
4/29/2014,29,April,2014,23,Youth (<25),M,Germany,Nordrhein-westfalen,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,9,12,21,Low
7/7/2016,7,July,2016,73,Seniors (64+),F,United States,California,Clothing,Vests,"Classic Vest, M",3,24,64,116,72,188,High
8/18/2015,18,August,2015,44,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,185,344,529,High
6/11/2014,11,June,2014,26,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,6,2,5,14,12,26,Low
10/26/2015,26,October,2015,29,Young Adults (25-34),M,United States,Washington,Accessories,Tires and Tubes,Road Tire Tube,25,1,4,53,25,78,Low
6/27/2014,27,June,2014,19,Youth (<25),M,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",3,42,54,15,126,141,Low
2/14/2011,14,February,2011,18,Youth (<25),F,United States,Washington,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,620,2171,2791,High
11/17/2013,17,November,2013,26,Young Adults (25-34),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,676,1252,1928,High
5/6/2016,6,May,2016,48,Adults (35-64),M,Australia,New South Wales,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",1,1482,2384,592,1482,2074,High
4/22/2014,22,April,2014,33,Young Adults (25-34),M,Germany,Nordrhein-westfalen,Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,419,312,731,High
12/29/2013,29,December,2013,37,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-500 Silver, 42",1,308,565,234,308,542,High
12/20/2013,20,December,2013,26,Young Adults (25-34),M,France,Nord,Clothing,Vests,"Classic Vest, M",30,24,64,950,720,1670,High
12/4/2013,4,December,2013,26,Young Adults (25-34),M,Australia,Tasmania,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,124,87,211,High
6/21/2016,21,June,2016,35,Adults (35-64),M,Germany,Hessen,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,19,22,41,Low
12/21/2015,21,December,2015,50,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,5,2,5,15,10,25,Low
4/4/2015,4,April,2015,25,Young Adults (25-34),M,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 44",3,344,540,232,1032,1264,High
10/15/2015,15,October,2015,31,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,25,13,35,533,325,858,High
10/25/2015,25,October,2015,45,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,19,1,4,55,19,74,Low
1/26/2014,26,January,2014,41,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,ML Mountain Tire,28,11,30,515,308,823,High
3/1/2014,1,March,2014,44,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,942,2171,3113,High
4/28/2016,28,April,2016,27,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,LL Road Tire,24,8,21,292,192,484,High
8/6/2015,6,August,2015,27,Young Adults (25-34),F,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,169,87,256,High
12/30/2015,30,December,2015,30,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,32,22,54,Low
9/25/2015,25,September,2015,25,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",31,13,35,639,403,1042,High
2/26/2016,26,February,2016,20,Youth (<25),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,267,221,488,High
4/14/2014,14,April,2014,37,Adults (35-64),M,Germany,Saarland,Accessories,Tires and Tubes,Touring Tire Tube,5,2,5,11,10,21,Low
3/27/2016,27,March,2016,17,Youth (<25),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,35,383,234,617,High
8/7/2013,7,August,2013,46,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",9,13,35,192,117,309,High
10/18/2013,18,October,2013,32,Young Adults (25-34),M,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,38,36,74,Low
3/23/2016,23,March,2016,49,Adults (35-64),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,19,7,9,16,133,149,Low
7/23/2016,23,July,2016,31,Young Adults (25-34),F,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,31,2,5,71,62,133,Low
5/22/2014,22,May,2014,48,Adults (35-64),M,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,26,1,2,19,26,45,Low
12/19/2013,19,December,2013,57,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,12,1,2,12,12,24,Low
12/14/2015,14,December,2015,52,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,1,2,3,Low
4/30/2016,30,April,2016,42,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35,239,182,421,High
6/30/2016,30,June,2016,30,Young Adults (25-34),M,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,40,34,74,Low
6/22/2014,22,June,2014,64,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,15,2,5,29,30,59,Low
