Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2/5/2016,5,February,2016,38,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,23,12,35
6/23/2016,23,June,2016,35,Adults (35-64),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1505,2532,4037
9/8/2015,8,September,2015,,,M,United States,Washington,Accessories,Fenders,Fender Set - Mountain,6,8,22,55,48,103
4/8/2015,8,April,2015,31,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-650 Black, 62",1,487,783,280,487,767
6/28/2014,28,June,2014,43,Adults (35-64),F,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Black",29,13,35,455,377,832
7/3/2016,3,July,2016,40,Adults (35-64),F,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,2,8,22,28,16,44
6/18/2014,18,June,2014,56,Adults (35-64),F,United States,California,Accessories,Bike Stands,All-Purpose Bike Stand,3,59,159,290,177,467
10/13/2011,13,October,2011,50,Adults (35-64),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-500 Black, 48",4,295,540,699,1180,1879
5/31/2015,31,May,2015,47,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,584,1083,1667
8/17/2011,17,August,2011,25,Young Adults (25-34),F,Australia,Victoria,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,261,1083,1344
11/28/2015,28,November,2015,51,Adults (35-64),M,Germany,Nordrhein-Westfalen,Clothing,Gloves,"Half-Finger Gloves, M",12,9,24,143,108,251
8/8/2013,8,August,2013,40,Adults (35-64),M,United States,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,55,48,103
1/9/2016,9,January,2016,17,Youth (<25),F,France,Seine Saint Denis,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,15,23,38
11/27/2013,27,November,2013,29,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",2,13,35,43,26,69
2/4/2015,4,February,2015,39,Adults (35-64),M,United Kingdom,England,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,1264,2171,3435
4/26/2014,26,April,2014,51,Adults (35-64),M,Australia,Victoria,Bikes,Touring Bikes,"Touring-3000 Yellow, 44",1,461,742,125,461,586
6/24/2014,24,June,2014,22,Youth (<25),F,Germany,Saarland,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",12,38,50,36,456,492
2/28/2016,28,February,2016,36,Adults (35-64),M,France,Somme,Accessories,Tires and Tubes,Mountain Tire Tube,21,2,5,44,42,86
10/26/2015,26,October,2015,33,Young Adults (25-34),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,14,10,24
3/2/2016,2,March,2016,46,Adults (35-64),M,Germany,Hamburg,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,21,16,37
12/23/2013,23,December,2013,26,Young Adults (25-34),M,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,299,270,569
1/26/2016,26,January,2016,30,Young Adults (25-34),F,Australia,Victoria,Accessories,Fenders,Fender Set - Mountain,2,8,22,19,16,35
9/24/2013,24,September,2013,21,Youth (<25),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,49,34,83
9/21/2013,21,September,2013,25,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,20,2,5,47,40,87
2/24/2015,24,February,2015,35,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,1335,2171,3506
9/19/2015,19,September,2015,31,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,24,2,5,71,48,119
4/7/2016,7,April,2016,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Tires and Tubes,ML Road Tire,4,9,25,46,36,82
8/1/2015,1,August,2015,61,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,19,1,2,11,19,30
3/12/2016,12,March,2016,45,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,15,15,30
2/6/2016,6,February,2016,32,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",3,1252,2295,3060,3756,6816
8/30/2015,30,August,2015,48,Adults (35-64),F,Germany,Hamburg,Accessories,Tires and Tubes,HL Mountain Tire,31,13,35,606,403,1009
3/13/2014,13,March,2014,37,Adults (35-64),M,Germany,Hessen,Accessories,Tires and Tubes,LL Mountain Tire,1,9,25,14,9,23
4/23/2016,23,April,2016,27,Young Adults (25-34),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,412,260,672
6/1/2016,1,June,2016,17,Youth (<25),M,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,65,68,133
4/23/2016,23,April,2016,20,Youth (<25),M,United States,Washington,Clothing,Caps,AWC Logo Cap,1,7,9,0,7,7
4/22/2014,22,April,2014,31,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",1,1482,2384,854,1482,2336
5/21/2015,21,May,2015,30,Young Adults (25-34),M,France,Nord,Bikes,Road Bikes,"Road-550-W Yellow, 40",1,713,1120,261,713,974
5/7/2016,7,May,2016,32,Young Adults (25-34),F,Australia,Victoria,Accessories,Fenders,Fender Set - Mountain,19,8,22,178,152,330
3/18/2014,18,March,2014,49,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,Road Tire Tube,20,1,4,49,20,69
11/27/2015,27,November,2015,38,Adults (35-64),M,Germany,Saarland,Clothing,Caps,AWC Logo Cap,14,7,9,5,98,103
10/29/2013,29,October,2013,47,Adults (35-64),F,Germany,Hamburg,Accessories,Fenders,Fender Set - Mountain,11,8,22,137,88,225
3/19/2014,19,March,2014,36,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 58",1,1555,2443,570,1555,2125
10/23/2015,23,October,2015,29,Young Adults (25-34),M,France,Hauts de Seine,Bikes,Road Bikes,"Road-250 Red, 58",1,1555,2443,717,1555,2272
1/8/2014,8,January,2014,38,Adults (35-64),M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,23,8,22,317,184,501
10/29/2013,29,October,2013,49,Adults (35-64),F,Australia,South Australia,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,4,4,8
6/4/2014,4,June,2014,24,Youth (<25),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,17,1,2,17,17,34
11/30/2013,30,November,2013,48,Adults (35-64),F,Australia,New South Wales,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120,261,713,974
6/27/2016,27,June,2016,33,Young Adults (25-34),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,19,20,39
10/14/2013,14,October,2013,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-150 Red, 44",1,2171,3578,656,2171,2827
10/30/2013,30,October,2013,27,Young Adults (25-34),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,5,2,5,15,10,25
8/19/2013,19,August,2013,50,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2,9,13,22
9/14/2013,14,September,2013,23,Youth (<25),F,Australia,Queensland,Accessories,Tires and Tubes,Touring Tire Tube,28,2,5,62,56,118
5/6/2014,6,May,2014,28,Young Adults (25-34),M,Germany,Bayern,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,106,72,178
10/20/2015,20,October,2015,45,Adults (35-64),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Blue",5,13,35,79,65,144
11/14/2013,14,November,2013,59,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",13,13,35,277,169,446
1/13/2014,13,January,2014,46,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,52,36,88
9/19/2012,19,September,2012,21,Youth (<25),F,Australia,New South Wales,Bikes,Road Bikes,"Road-250 Black, 58",2,1555,2443,1141,3110,4251
2/10/2014,10,February,2014,45,Adults (35-64),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Black",12,13,35,188,156,344
3/5/2014,5,March,2014,53,Adults (35-64),F,United Kingdom,England,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",22,38,50,220,836,1056
8/8/2013,8,August,2013,26,Young Adults (25-34),F,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,66,56,122
4/4/2014,4,April,2014,31,Young Adults (25-34),F,France,Seine et Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,2,1,2,1,2,3
3/1/2014,1,March,2014,31,Young Adults (25-34),M,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,30,1,4,71,30,101
6/1/2016,1,June,2016,19,Youth (<25),M,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Black, 42",3,1252,2295,2234,3756,5990
1/17/2016,17,January,2016,64,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,LL Road Tire,9,8,21,115,72,187
11/8/2013,8,November,2013,23,Youth (<25),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,213,130,343
8/29/2013,29,August,2013,52,Adults (35-64),M,United States,Oregon,Accessories,Tires and Tubes,ML Mountain Tire,4,11,30,59,44,103
5/11/2016,11,May,2016,36,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,24,2,5,70,48,118
1/27/2014,27,January,2014,19,Youth (<25),M,United States,California,Accessories,Cleaners,AWC Logo Cap,25,7,9,46,175,221
12/27/2015,27,December,2015,20,Youth (<25),F,Australia,Tasmania,Clothing,Caps,AWC Logo Cap,18,7,9,5,126,131
3/9/2014,9,March,2014,47,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire,20,11,29,337,220,557
2/22/2016,22,February,2016,26,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,9,2,5,27,18,45
6/13/2016,13,June,2016,45,Adults (35-64),F,Australia,Victoria,Clothing,Caps,AWC Logo Cap,5,7,9,1,35,36
10/24/2013,24,October,2013,60,Adults (35-64),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,47,32,79
10/9/2015,9,October,2015,39,Adults (35-64),M,France,Seine et Marne,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",12,42,54,27,504,531
4/3/2016,3,April,2016,31,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,1020,1252,2272
3/26/2016,26,March,2016,25,Young Adults (25-34),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Black",17,13,35,332,221,553
6/11/2016,11,June,2016,31,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-500 Black, 40",2,295,540,350,590,940
8/23/2015,23,August,2015,48,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,35,24,59
11/26/2015,26,November,2015,55,Adults (35-64),M,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,5,3,8,24,15,39
2/9/2016,9,February,2016,39,Adults (35-64),M,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",1,420,769,295,420,715
1/4/2016,4,January,2016,46,Adults (35-64),F,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Yellow, 50",1,461,742,251,461,712
6/10/2014,10,June,2014,37,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,511,312,823
3/7/2014,7,March,2014,54,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,29,2,5,86,58,144
2/10/2014,10,February,2014,46,Adults (35-64),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,1020,1252,2272
4/20/2016,20,April,2016,65,Seniors (64+),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,1020,1252,2272
5/29/2014,29,May,2014,36,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,50,36,86
7/29/2015,29,July,2015,34,Young Adults (25-34),M,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,676,1252,1928
6/8/2012,8,June,2012,19,Youth (<25),M,Australia,Victoria,Bikes,Road Bikes,"Road-750 Black, 44",2,344,540,165,688,853
4/5/2012,5,April,2012,24,Youth (<25),F,United States,California,Bikes,Road Bikes,"Road-550-W Yellow, 44",2,713,1120,769,1426,2195
11/25/2015,25,November,2015,27,Young Adults (25-34),M,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35,393,325,718
11/17/2013,17,November,2013,40,Adults (35-64),M,France,Charente-Maritime,Clothing,Caps,AWC Logo Cap,17,7,9,31,119,150
2/20/2016,20,February,2016,39,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Mountain Bottle Cage,10,4,10,58,40,98
1/21/2014,21,January,2014,30,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",7,42,54,35,294,329
7/12/2013,12,July,2013,30,Young Adults (25-34),M,United States,Oregon,Clothing,Caps,AWC Logo Cap,6,7,9,4,42,46
12/12/2015,12,December,2015,26,Young Adults (25-34),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,13,1,2,8,13,21
8/20/2015,20,August,2015,36,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,14,1,4,41,14,55
5/13/2016,13,May,2016,59,Adults (35-64),M,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,137,104,241
2/9/2016,9,February,2016,37,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,59,40,99
12/31/2015,31,December,2015,46,Adults (35-64),M,France,Seine Saint Denis,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,23,22,45
6/28/2016,28,June,2016,29,Young Adults (25-34),M,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,25,1,2,18,25,43
1/31/2016,31,January,2016,31,Young Adults (25-34),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,11,13,35,234,143,377
5/23/2014,23,May,2014,45,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,49,52,101
4/8/2016,8,April,2016,40,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,15,5,20
8/27/2015,27,August,2015,47,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,10,7,9,16,70,86
11/25/2013,25,November,2013,54,Adults (35-64),F,France,Val d'Oise,Bikes,Touring Bikes,"Touring-1000 Yellow, 50",1,1482,2384,401,1482,1883
10/19/2011,19,October,2011,28,Young Adults (25-34),F,Australia,Queensland,Bikes,Mountain Bikes,"Mountain-200 Black, 38",3,1252,2295,2027,3756,5783
8/24/2015,24,August,2015,18,Youth (<25),M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,10,8,22,138,80,218
1/6/2016,6,January,2016,36,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-550-W Yellow, 48",3,713,1120,616,2139,2755
12/8/2015,8,December,2015,29,Young Adults (25-34),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",24,38,50,264,912,1176
7/24/2014,24,July,2014,44,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,25,2,5,70,50,120
12/29/2013,29,December,2013,25,Young Adults (25-34),F,Australia,South Australia,Accessories,Tires and Tubes,ML Mountain Tire,3,11,30,41,33,74
10/5/2015,5,October,2015,27,Young Adults (25-34),F,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,39,28,67
3/19/2014,19,March,2014,44,Adults (35-64),M,Germany,Hamburg,Accessories,Tires and Tubes,Road Tire Tube,8,1,4,22,8,30
12/23/2013,23,December,2013,24,Youth (<25),F,United States,California,Clothing,Shorts,"Women's Mountain Shorts, M",28,26,70,1193,728,1921
3/13/2014,13,March,2014,62,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,HL Road Tire,10,12,33,203,120,323
7/26/2014,26,July,2014,45,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Road Tire Tube,2,1,4,6,2,8
9/6/2013,6,September,2013,41,Adults (35-64),F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,892,1266,2158
12/24/2012,24,December,2012,37,Adults (35-64),F,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",2,1266,2320,1134,2532,3666
2/9/2016,9,February,2016,34,Young Adults (25-34),M,Australia,Victoria,Bikes,Touring Bikes,"Touring-1000 Yellow, 46",1,1482,2384,401,1482,1883
5/12/2016,12,May,2016,23,Youth (<25),F,United States,Oregon,Accessories,Tires and Tubes,Road Tire Tube,8,1,4,20,8,28
12/30/2015,30,December,2015,24,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,5,5,10
6/24/2016,24,June,2016,40,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-250 Black, 58",2,1555,2443,1678,3110,4788
8/5/2015,5,August,2015,27,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,12,8,20
9/21/2013,21,September,2013,22,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,30,20,50
6/14/2016,14,June,2016,36,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,22,2,5,64,44,108
12/29/2011,29,December,2011,44,Adults (35-64),F,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 48",2,344,540,219,688,907
6/11/2014,11,June,2014,52,Adults (35-64),F,France,Essonne,Accessories,Bottles and Cages,Mountain Bottle Cage,7,4,10,39,28,67
12/3/2013,3,December,2013,31,Young Adults (25-34),F,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,9,16,25
1/25/2014,25,January,2014,22,Youth (<25),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,13,2,5,25,26,51
8/19/2015,19,August,2015,30,Young Adults (25-34),M,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,26,2,5,49,52,101
9/23/2015,23,September,2015,33,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",27,13,35,556,351,907
5/7/2012,7,May,2012,49,Adults (35-64),M,Australia,New South Wales,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540,252,688,940
4/26/2012,26,April,2012,27,Young Adults (25-34),F,Australia,South Australia,Bikes,Road Bikes,"Road-250 Black, 48",2,1555,2443,897,3110,4007
9/13/2015,13,September,2015,42,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,152,91,243
2/20/2014,20,February,2014,29,Young Adults (25-34),F,United States,Washington,Clothing,Gloves,Fender Set - Mountain,2,8,22,18,16,34
6/7/2014,7,June,2014,37,Adults (35-64),M,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,126,104,230
4/14/2014,14,April,2014,33,Young Adults (25-34),M,Canada,British Columbia,Clothing,Vests,"Classic Vest, S",11,24,64,433,264,697
12/20/2015,20,December,2015,24,Youth (<25),F,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 44",2,2171,3578,1526,4342,5868
3/27/2016,27,March,2016,37,Adults (35-64),M,United Kingdom,England,Clothing,Caps,AWC Logo Cap,11,7,9,18,77,95
9/23/2013,23,September,2013,28,Young Adults (25-34),M,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,14,1,4,33,14,47
6/4/2014,4,June,2014,34,Young Adults (25-34),F,Australia,New South Wales,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",25,42,54,125,1050,1175
2/27/2012,27,February,2012,35,Adults (35-64),M,France,Seine et Marne,Bikes,Road Bikes,"Road-150 Red, 52",2,2171,3578,1526,4342,5868
5/29/2014,29,May,2014,37,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Fenders,Fender Set - Mountain,24,8,22,267,192,459
4/13/2014,13,April,2014,22,Youth (<25),F,United States,Oregon,Clothing,Caps,AWC Logo Cap,8,7,9,6,56,62
6/23/2012,23,June,2012,53,Adults (35-64),M,Canada,British Columbia,Bikes,Road Bikes,"Road-550-W Yellow, 48",2,713,1120,792,1426,2218
8/13/2013,13,August,2013,38,Adults (35-64),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565,251,308,559
7/20/2014,20,July,2014,37,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,10,3,9,56,30,86
6/24/2016,24,June,2016,49,Adults (35-64),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 48",1,2171,3578,1335,2171,3506
7/24/2013,24,July,2013,22,Youth (<25),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,6,4,10
10/21/2015,21,October,2015,46,Adults (35-64),M,United States,California,Clothing,Shorts,"Women's Mountain Shorts, L",4,26,70,170,104,274
6/7/2014,7,June,2014,34,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,1,2,5,3,2,5
6/12/2016,12,June,2016,42,Adults (35-64),F,United States,California,Accessories,Fenders,Fender Set - Mountain,6,8,22,81,48,129
12/26/2015,26,December,2015,24,Youth (<25),F,Germany,Saarland,Clothing,Caps,AWC Logo Cap,20,7,9,8,140,148
5/25/2016,25,May,2016,36,Adults (35-64),M,Australia,Tasmania,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",10,42,54,17,420,437
4/3/2016,3,April,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,20,1,4,59,20,79
3/26/2014,26,March,2014,35,Adults (35-64),M,United States,California,Clothing,Shorts,"Women's Mountain Shorts, S",11,26,70,469,286,755
9/3/2015,3,September,2015,48,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,8,2,5,19,16,35
3/28/2016,28,March,2016,21,Youth (<25),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,11,1,2,11,11,22
11/14/2013,14,November,2013,34,Young Adults (25-34),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,5,2,5,14,10,24
1/28/2016,28,January,2016,25,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,18,2,5,42,36,78
11/19/2013,19,November,2013,38,Adults (35-64),F,United States,Washington,Accessories,Cleaners,Bike Wash - Dissolver,13,3,8,42,39,81
12/30/2015,30,December,2015,49,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,HL Road Tire,19,12,33,374,228,602
5/3/2016,3,May,2016,19,Youth (<25),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,22,23,45
10/20/2013,20,October,2013,50,Adults (35-64),F,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,17,3,9,96,51,147
3/23/2014,23,March,2014,31,Young Adults (25-34),M,France,Moselle,Accessories,Bottles and Cages,Road Bottle Cage,4,3,9,20,12,32
12/29/2015,29,December,2015,32,Young Adults (25-34),F,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,1020,1252,2272
5/6/2016,6,May,2016,19,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,4,2,5,12,8,20
1/14/2016,14,January,2016,42,Adults (35-64),F,United States,Washington,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,77,344,421
8/19/2015,19,August,2015,30,Young Adults (25-34),M,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",23,38,50,253,874,1127
2/13/2016,13,February,2016,31,Young Adults (25-34),F,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,21,1,2,14,21,35
5/15/2016,15,May,2016,26,Young Adults (25-34),M,United Kingdom,England,Accessories,Tires and Tubes,LL Road Tire,20,8,21,243,160,403
4/3/2016,3,April,2016,39,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,27,20,47
1/8/2014,8,January,2014,46,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Road Bottle Cage,9,3,9,37,27,64
6/29/2016,29,June,2016,27,Young Adults (25-34),F,United States,California,Accessories,Tires and Tubes,Mountain Tire Tube,4,2,5,12,8,20
5/7/2016,7,May,2016,56,Adults (35-64),F,United States,California,Clothing,Gloves,"Half-Finger Gloves, S",27,9,24,392,243,635
11/12/2013,12,November,2013,20,Youth (<25),M,United Kingdom,England,Accessories,Hydration Packs,Hydration Pack - 70 oz.,20,21,55,636,420,1056
12/15/2013,15,December,2013,49,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,HL Road Tire,15,12,33,295,180,475
11/15/2013,15,November,2013,30,Young Adults (25-34),F,United Kingdom,England,Clothing,Gloves,"Half-Finger Gloves, L",26,9,24,365,234,599
1/2/2016,2,January,2016,24,Youth (<25),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",8,13,35,170,104,274
10/8/2012,8,October,2012,41,Adults (35-64),M,Australia,South Australia,Bikes,Road Bikes,"Road-250 Black, 48",2,1555,2443,897,3110,4007
2/16/2016,16,February,2016,26,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,3,2,5
7/31/2015,31,July,2015,44,Adults (35-64),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",1,308,565,184,308,492
5/28/2016,28,May,2016,34,Young Adults (25-34),F,United States,Washington,Accessories,Cleaners,Bike Wash - Dissolver,7,3,8,23,21,44
10/11/2015,11,October,2015,29,Young Adults (25-34),M,Germany,Hessen,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,892,1266,2158
9/24/2013,24,September,2013,60,Adults (35-64),F,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,3,6,9
10/6/2015,6,October,2015,25,Young Adults (25-34),F,United States,California,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,185,344,529
5/21/2014,21,May,2014,40,Adults (35-64),F,United States,California,Bikes,Touring Bikes,"Touring-3000 Blue, 58",1,461,742,266,461,727
12/7/2013,7,December,2013,43,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,30,1,2,22,30,52
2/5/2016,5,February,2016,28,Young Adults (25-34),F,France,Charente-Maritime,Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35,596,364,960
3/27/2014,27,March,2014,30,Young Adults (25-34),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,220,182,402
